file_id,category,prompt,stage2_clip_score,stage1_clip_score,eval_prompt
n01910747_1305-3,jellyfish,A photo of a jellyfish,35.0341796875,33.9111328125,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_1305-4,jellyfish,A photo of a jellyfish,33.056640625,32.275390625,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_1313-1,jellyfish,A photo of a jellyfish,36.03515625,35.5224609375,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_1313-3,jellyfish,A photo of a jellyfish,34.375,33.984375,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_1313-5,jellyfish,A photo of a jellyfish,36.8896484375,35.986328125,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_13178-2,jellyfish,A photo of a jellyfish,31.6650390625,33.740234375,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_1320-5,jellyfish,A photo of a jellyfish,34.765625,33.2763671875,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_1320-7,jellyfish,A photo of a jellyfish,34.5458984375,34.2529296875,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_1419-5,jellyfish,A photo of a jellyfish,34.5458984375,33.544921875,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_1444-2,jellyfish,A photo of a jellyfish,36.5966796875,37.2802734375,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_1444-3,jellyfish,A photo of a jellyfish,33.984375,34.4482421875,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_15185-4,jellyfish,A photo of a jellyfish,32.32421875,30.8349609375,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_1521-6,jellyfish,A photo of a jellyfish,36.5966796875,36.8896484375,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_1522-5,jellyfish,A photo of a jellyfish,35.546875,34.6435546875,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_1585-1,jellyfish,A photo of a jellyfish,32.12890625,31.8359375,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_1590-1,jellyfish,A photo of a jellyfish,33.3740234375,32.0556640625,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_1590-2,jellyfish,A photo of a jellyfish,31.7626953125,30.4443359375,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_16056-3,jellyfish,A photo of a jellyfish,32.2265625,32.861328125,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_16094-3,jellyfish,A photo of a jellyfish,35.7177734375,33.5693359375,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_1642-1,jellyfish,A photo of a jellyfish,32.470703125,32.0068359375,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_16545-4,jellyfish,A photo of a jellyfish,32.6416015625,32.9833984375,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_166-1,jellyfish,A photo of a jellyfish,36.9873046875,34.3017578125,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_17233-4,jellyfish,A photo of a jellyfish,34.521484375,34.8876953125,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_17265-2,jellyfish,A photo of a jellyfish,34.7900390625,35.546875,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_17265-5,jellyfish,A photo of a jellyfish,35.0341796875,34.3994140625,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_1763-5,jellyfish,A photo of a jellyfish,36.1572265625,36.1328125,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_2103-1,jellyfish,A photo of a jellyfish,32.6904296875,33.4716796875,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_2103-2,jellyfish,A photo of a jellyfish,32.861328125,33.2275390625,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_2103-4,jellyfish,A photo of a jellyfish,37.40234375,36.0107421875,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_2114-5,jellyfish,A photo of a jellyfish,35.8154296875,35.693359375,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_2149-5,jellyfish,A photo of a jellyfish,34.619140625,35.5224609375,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_2165-1,jellyfish,A photo of a jellyfish,34.375,34.5703125,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_2201-2,jellyfish,A photo of a jellyfish,35.9130859375,34.1064453125,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_2254-4,jellyfish,A photo of a jellyfish,34.3505859375,34.08203125,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_2271-2,jellyfish,A photo of a jellyfish,32.91015625,33.203125,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_2621-3,jellyfish,A photo of a jellyfish,36.865234375,35.3515625,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_2663-2,jellyfish,A photo of a jellyfish,36.8408203125,36.9384765625,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_2663-4,jellyfish,A photo of a jellyfish,35.83984375,34.6435546875,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_2724-5,jellyfish,A photo of a jellyfish,32.4951171875,32.6904296875,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_2741-2,jellyfish,A photo of a jellyfish,35.1318359375,34.5947265625,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_299-3,jellyfish,A photo of a jellyfish,34.716796875,34.3994140625,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_3779-1,jellyfish,A photo of a jellyfish,33.251953125,33.69140625,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_40-1,jellyfish,A photo of a jellyfish,34.6435546875,35.9619140625,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_40-4,jellyfish,A photo of a jellyfish,34.375,34.2041015625,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_4026-1,jellyfish,A photo of a jellyfish,32.470703125,33.837890625,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_4026-5,jellyfish,A photo of a jellyfish,33.0810546875,34.1064453125,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_4714-1,jellyfish,A photo of a jellyfish,34.5703125,33.59375,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_5355-1,jellyfish,A photo of a jellyfish,34.5703125,35.15625,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_5355-2,jellyfish,A photo of a jellyfish,33.7158203125,33.154296875,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_6150-3,jellyfish,A photo of a jellyfish,34.619140625,35.64453125,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_6150-5,jellyfish,A photo of a jellyfish,33.49609375,33.6669921875,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_6583-1,jellyfish,A photo of a jellyfish,36.1328125,34.5703125,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_7200-1,jellyfish,A photo of a jellyfish,32.8857421875,34.3994140625,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_7252-2,jellyfish,A photo of a jellyfish,36.8896484375,36.572265625,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_7582-2,jellyfish,A photo of a jellyfish,28.369140625,29.3212890625,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_7818-4,jellyfish,A photo of a jellyfish,35.791015625,35.5712890625,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_7818-5,jellyfish,A photo of a jellyfish,30.56640625,31.103515625,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_7836-5,jellyfish,A photo of a jellyfish,38.76953125,37.109375,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_8-5,jellyfish,A photo of a jellyfish,33.935546875,34.4482421875,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_8255-3,jellyfish,A photo of a jellyfish,35.9375,35.0830078125,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_83-3,jellyfish,A photo of a jellyfish,30.419921875,31.5673828125,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_9217-6,jellyfish,A photo of a jellyfish,35.3759765625,34.423828125,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_946-2,jellyfish,A photo of a jellyfish,34.3505859375,34.4970703125,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_946-6,jellyfish,A photo of a jellyfish,34.5458984375,33.9111328125,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_9483-3,jellyfish,A photo of a jellyfish,35.7666015625,34.5947265625,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_9547-3,jellyfish,A photo of a jellyfish,36.8408203125,34.814453125,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_9899-1,jellyfish,A photo of a jellyfish,33.3984375,33.740234375,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_9899-4,jellyfish,A photo of a jellyfish,33.056640625,34.86328125,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_9996-1,jellyfish,A photo of a jellyfish,31.689453125,32.2998046875,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_9996-2,jellyfish,A photo of a jellyfish,30.224609375,30.95703125,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01910747_9996-3,jellyfish,A photo of a jellyfish,35.3759765625,35.107421875,"A high-quality, realistic photograph of a jellyfish, based on the description: A photo of a jellyfish, with natural lighting, sharp details, and accurate colors."
n01877134_10086-2,kangaroo,A photo of a kangaroo,33.935546875,32.8857421875,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_10111-2,kangaroo,A photo of a kangaroo,30.56640625,31.8359375,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_10111-4,kangaroo,A photo of a kangaroo,30.224609375,31.591796875,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_10111-5,kangaroo,A photo of a kangaroo,30.6640625,30.3466796875,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_10111-6,kangaroo,A photo of a kangaroo,33.251953125,32.7880859375,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_10153-3,kangaroo,A photo of a kangaroo,34.8876953125,34.4970703125,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_10202-2,kangaroo,A photo of a kangaroo,31.201171875,31.2255859375,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_10202-8,kangaroo,A photo of a kangaroo,32.51953125,32.2998046875,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_10244-9,kangaroo,A photo of a kangaroo,30.17578125,30.9814453125,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_10270-4,kangaroo,A photo of a kangaroo,31.591796875,32.1044921875,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_10270-5,kangaroo,A photo of a kangaroo,31.2744140625,31.5185546875,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_10341-1,kangaroo,A photo of a kangaroo,30.8349609375,30.9326171875,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_10441-1,kangaroo,A photo of a kangaroo,30.322265625,30.322265625,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_10637-3,kangaroo,A photo of a kangaroo,34.375,34.521484375,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_10650-7,kangaroo,A photo of a kangaroo,32.6171875,33.251953125,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_10662-1,kangaroo,A photo of a kangaroo,30.2001953125,30.17578125,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_10662-7,kangaroo,A photo of a kangaroo,33.0078125,32.568359375,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_10671-4,kangaroo,A photo of a kangaroo,31.396484375,31.9580078125,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_10719-4,kangaroo,A photo of a kangaroo,30.029296875,30.6396484375,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_10720-2,kangaroo,A photo of a kangaroo,30.517578125,31.0791015625,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_10771-1,kangaroo,A photo of a kangaroo,29.19921875,28.80859375,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_11027-3,kangaroo,A photo of a kangaroo,33.154296875,32.2509765625,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_11027-5,kangaroo,A photo of a kangaroo,33.740234375,34.228515625,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_11053-4,kangaroo,A photo of a kangaroo,32.6416015625,32.2265625,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_11053-5,kangaroo,A photo of a kangaroo,33.30078125,33.7646484375,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_1108-5,kangaroo,A photo of a kangaroo,31.2744140625,30.6396484375,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_11184-6,kangaroo,A photo of a kangaroo,32.71484375,33.0078125,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_11195-4,kangaroo,A photo of a kangaroo,31.591796875,32.5439453125,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_11202-4,kangaroo,A photo of a kangaroo,31.884765625,31.5673828125,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_11202-8,kangaroo,A photo of a kangaroo,31.4208984375,32.0556640625,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_11335-2,kangaroo,A photo of a kangaroo,31.54296875,32.0068359375,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_11394-7,kangaroo,A photo of a kangaroo,31.0791015625,31.201171875,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_11426-2,kangaroo,A photo of a kangaroo,29.833984375,29.19921875,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_11426-6,kangaroo,A photo of a kangaroo,30.517578125,30.224609375,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_11495-10,kangaroo,A photo of a kangaroo,31.2744140625,31.787109375,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_11538-10,kangaroo,A photo of a kangaroo,33.2763671875,33.056640625,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_11551-5,kangaroo,A photo of a kangaroo,31.1767578125,30.810546875,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_11586-4,kangaroo,A photo of a kangaroo,33.3740234375,33.447265625,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_11614-4,kangaroo,A photo of a kangaroo,30.8349609375,29.6142578125,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_11804-3,kangaroo,A photo of a kangaroo,32.958984375,33.056640625,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_11804-4,kangaroo,A photo of a kangaroo,32.2509765625,32.2509765625,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_11804-6,kangaroo,A photo of a kangaroo,33.49609375,33.6181640625,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_11906-3,kangaroo,A photo of a kangaroo,30.3955078125,30.859375,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_11909-4,kangaroo,A photo of a kangaroo,32.3486328125,32.1533203125,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_11910-2,kangaroo,A photo of a kangaroo,33.10546875,31.6162109375,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_11910-4,kangaroo,A photo of a kangaroo,33.154296875,32.91015625,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_11910-5,kangaroo,A photo of a kangaroo,33.4716796875,32.4951171875,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_1423-5,kangaroo,A photo of a kangaroo,32.6171875,32.2998046875,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_1423-6,kangaroo,A photo of a kangaroo,31.2744140625,31.103515625,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_1720-7,kangaroo,A photo of a kangaroo,31.5673828125,31.25,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_1720-8,kangaroo,A photo of a kangaroo,32.7392578125,31.25,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_1965-2,kangaroo,A photo of a kangaroo,31.640625,32.12890625,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_1965-6,kangaroo,A photo of a kangaroo,31.34765625,30.5908203125,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_1965-7,kangaroo,A photo of a kangaroo,30.6396484375,30.078125,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_2048-4,kangaroo,A photo of a kangaroo,31.787109375,31.884765625,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_2048-8,kangaroo,A photo of a kangaroo,32.373046875,32.12890625,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_2075-2,kangaroo,A photo of a kangaroo,30.6884765625,31.54296875,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_2415-2,kangaroo,A photo of a kangaroo,33.3984375,33.0810546875,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_2494-1,kangaroo,A photo of a kangaroo,32.0068359375,33.4716796875,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_2494-8,kangaroo,A photo of a kangaroo,32.1533203125,31.6650390625,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_3105-7,kangaroo,A photo of a kangaroo,29.5166015625,29.8095703125,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_3575-2,kangaroo,A photo of a kangaroo,32.91015625,33.3251953125,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_3745-4,kangaroo,A photo of a kangaroo,31.591796875,31.298828125,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_389-2,kangaroo,A photo of a kangaroo,32.9345703125,33.88671875,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_389-3,kangaroo,A photo of a kangaroo,31.9580078125,32.373046875,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_389-5,kangaroo,A photo of a kangaroo,31.4208984375,31.3720703125,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_389-6,kangaroo,A photo of a kangaroo,32.9833984375,32.71484375,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_389-8,kangaroo,A photo of a kangaroo,32.470703125,31.1767578125,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_4383-1,kangaroo,A photo of a kangaroo,33.1298828125,32.373046875,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_4383-7,kangaroo,A photo of a kangaroo,33.1787109375,32.8857421875,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_4465-6,kangaroo,A photo of a kangaroo,33.0078125,32.71484375,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_4482-3,kangaroo,A photo of a kangaroo,31.0302734375,31.396484375,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
n01877134_5931-2,kangaroo,A photo of a kangaroo,31.15234375,31.2255859375,"A high-quality, realistic photograph of a kangaroo, based on the description: A photo of a kangaroo, with natural lighting, sharp details, and accurate colors."
